start_time=2026-06-30T18:18:25+08:00
variant=baseline seed=0 root=outputs/tuned_compare_baseline_nenv16_seed0_1m timesteps=1000000 horizon=1500 n_envs=16 episodes=50 device=cuda extra_args=--ent-coef 0.01 --reward-cost 50 --reward-overspeed 3 --reward-target-speed 18 --reward-progress 40 --reward-lane 1.0 --reward-success-bonus 55 --reward-crash-penalty 120 --reward-out-of-road-penalty 150 --stage2-success 0.50 --stage2-cost 0.25 --demote-cost 0.35
/home/aaa/data/qj/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Using cuda device
Logging to outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/tensorboard/baseline_ppo_s0_1
------------------------------
| time/              |       |
|    route_completion     | 0.992       |
|    shaped_reward        | 477         |
|    steering_variation   | 0.478       |
|    success              | 1           |
|    ttc_risk             | 0.0041      |
| rollout/                |             |
|    ep_len_mean          | 545         |
|    ep_rew_mean          | 289         |
|    success_rate         | 0.34        |
| time/                   |             |
|    fps                  | 735         |
|    iterations           | 45          |
|    time_elapsed         | 1002        |
|    total_timesteps      | 737280      |
| train/                  |             |
|    approx_kl            | 0.014518243 |
|    clip_fraction        | 0.267       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.47       |
|    explained_variance   | 0.76        |
|    learning_rate        | 0.0003      |
|    loss                 | 8.56        |
|    n_updates            | 440         |
|    policy_gradient_loss | 0.0114      |
|    std                  | 0.512       |
|    value_loss           | 19.5        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.377       |
|    base_reward          | 330         |
|    collision            | 1           |
|    crash_object         | 0           |
|    crash_vehicle        | 1           |
|    episode_cost         | 1           |
|    episode_length       | 670         |
|    jerk                 | 0.314       |
|    lane_deviation       | 0.275       |
|    max_lane_deviation   | 0.945       |
|    mean_speed_kmh       | 24.5        |
|    min_ttc              | 0.0885      |
|    out_of_road          | 0           |
|    route_completion     | 0.894       |
|    shaped_reward        | 330         |
|    steering_variation   | 0.503       |
|    success              | 0           |
|    ttc_risk             | 0.045       |
| rollout/                |             |
|    ep_len_mean          | 533         |
|    ep_rew_mean          | 286         |
|    success_rate         | 0.34        |
| time/                   |             |
|    fps                  | 737         |
|    iterations           | 46          |
|    time_elapsed         | 1022        |
|    total_timesteps      | 753664      |
| train/                  |             |
|    approx_kl            | 0.014609611 |
|    clip_fraction        | 0.198       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.47       |
|    explained_variance   | 0.803       |
|    learning_rate        | 0.0003      |
|    loss                 | 9.21        |
|    n_updates            | 450         |
|    policy_gradient_loss | 0.0022      |
|    std                  | 0.513       |
|    value_loss           | 18.4        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.285       |
|    base_reward          | 132         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 1           |
|    episode_length       | 281         |
|    jerk                 | 0.262       |
|    lane_deviation       | 0.379       |
|    max_lane_deviation   | 1.14        |
|    mean_speed_kmh       | 28.8        |
|    min_ttc              | 3.75        |
|    out_of_road          | 1           |
|    route_completion     | 0.357       |
|    shaped_reward        | 132         |
|    steering_variation   | 0.454       |
|    success              | 0           |
|    ttc_risk             | 0.00412     |
| rollout/                |             |
|    ep_len_mean          | 562         |
|    ep_rew_mean          | 298         |
|    success_rate         | 0.4         |
| time/                   |             |
|    fps                  | 739         |
|    iterations           | 47          |
|    time_elapsed         | 1041        |
|    total_timesteps      | 770048      |
| train/                  |             |
|    approx_kl            | 0.021899812 |
|    clip_fraction        | 0.249       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.46       |
|    explained_variance   | 0.772       |
|    learning_rate        | 0.0003      |
|    loss                 | 8.84        |
|    n_updates            | 460         |
|    policy_gradient_loss | 0.0104      |
|    std                  | 0.511       |
|    value_loss           | 21          |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.388       |
|    base_reward          | 426         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 0           |
|    episode_length       | 826         |
|    jerk                 | 0.311       |
|    lane_deviation       | 0.326       |
|    max_lane_deviation   | 0.994       |
|    mean_speed_kmh       | 25.6        |
|    min_ttc              | 2.95        |
|    out_of_road          | 0           |
|    route_completion     | 0.991       |
|    shaped_reward        | 426         |
|    steering_variation   | 0.475       |
|    success              | 1           |
|    ttc_risk             | 0.0126      |
| rollout/                |             |
|    ep_len_mean          | 588         |
|    ep_rew_mean          | 298         |
|    success_rate         | 0.44        |
| time/                   |             |
|    fps                  | 739         |
|    iterations           | 48          |
|    time_elapsed         | 1063        |
|    total_timesteps      | 786432      |
| train/                  |             |
|    approx_kl            | 0.029267501 |
|    clip_fraction        | 0.217       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.45       |
|    explained_variance   | 0.697       |
|    learning_rate        | 0.0003      |
|    loss                 | 12.2        |
|    n_updates            | 470         |
|    policy_gradient_loss | 0.00501     |
|    std                  | 0.508       |
|    value_loss           | 17.9        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.318       |
|    base_reward          | 100         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 1           |
|    episode_length       | 290         |
|    jerk                 | 0.269       |
|    lane_deviation       | 0.391       |
|    max_lane_deviation   | 2           |
|    mean_speed_kmh       | 27          |
|    min_ttc              | 12.3        |
|    out_of_road          | 1           |
|    route_completion     | 0.464       |
|    shaped_reward        | 100         |
|    steering_variation   | 0.45        |
|    success              | 0           |
|    ttc_risk             | 0           |
| rollout/                |             |
|    ep_len_mean          | 590         |
|    ep_rew_mean          | 286         |
|    success_rate         | 0.45        |
| time/                   |             |
|    fps                  | 740         |
|    iterations           | 49          |
|    time_elapsed         | 1084        |
|    total_timesteps      | 802816      |
| train/                  |             |
|    approx_kl            | 0.032877386 |
|    clip_fraction        | 0.253       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.43       |
|    explained_variance   | 0.718       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.71        |
|    n_updates            | 480         |
|    policy_gradient_loss | 0.00811     |
|    std                  | 0.501       |
|    value_loss           | 18.8        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.254       |
|    base_reward          | 36.1        |
|    collision            | 1           |
|    crash_object         | 0           |
|    crash_vehicle        | 1           |
|    episode_cost         | 1           |
|    episode_length       | 107         |
|    jerk                 | 0.231       |
|    lane_deviation       | 0.339       |
|    max_lane_deviation   | 0.894       |
|    mean_speed_kmh       | 23.7        |
|    min_ttc              | 0.587       |
|    out_of_road          | 0           |
|    route_completion     | 0.119       |
|    shaped_reward        | 36.1        |
|    steering_variation   | 0.409       |
|    success              | 0           |
|    ttc_risk             | 0.111       |
| rollout/                |             |
|    ep_len_mean          | 585         |
|    ep_rew_mean          | 272         |
|    success_rate         | 0.45        |
| time/                   |             |
|    fps                  | 741         |
|    iterations           | 50          |
|    time_elapsed         | 1104        |
|    total_timesteps      | 819200      |
| train/                  |             |
|    approx_kl            | 0.013104538 |
|    clip_fraction        | 0.198       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.4        |
|    explained_variance   | 0.679       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.23        |
|    n_updates            | 490         |
|    policy_gradient_loss | -0.00027    |
|    std                  | 0.495       |
|    value_loss           | 21.5        |
-----------------------------------------
----------------------------------------
| paper/                  |            |
|    accel_variation      | 0.308      |
|    base_reward          | 130        |
|    collision            | 1          |
|    crash_object         | 0          |
|    crash_vehicle        | 1          |
|    episode_cost         | 1          |
|    episode_length       | 226        |
|    jerk                 | 0.276      |
|    lane_deviation       | 0.26       |
|    max_lane_deviation   | 0.792      |
|    mean_speed_kmh       | 29.7       |
|    min_ttc              | 0.958      |
|    out_of_road          | 0          |
|    route_completion     | 0.337      |
|    shaped_reward        | 130        |
|    steering_variation   | 0.49       |
|    success              | 0          |
|    ttc_risk             | 0.0939     |
| rollout/                |            |
|    ep_len_mean          | 489        |
|    ep_rew_mean          | 223        |
|    success_rate         | 0.31       |
| time/                   |            |
|    fps                  | 741        |
|    iterations           | 51         |
|    time_elapsed         | 1126       |
|    total_timesteps      | 835584     |
| train/                  |            |
|    approx_kl            | 0.04166925 |
|    clip_fraction        | 0.216      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.4       |
|    explained_variance   | 0.592      |
|    learning_rate        | 0.0003     |
|    loss                 | 5.88       |
|    n_updates            | 500        |
|    policy_gradient_loss | 0.00302    |
|    std                  | 0.5        |
|    value_loss           | 21.3       |
----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.351       |
|    base_reward          | 317         |
|    collision            | 1           |
|    crash_object         | 0           |
|    crash_vehicle        | 1           |
|    episode_cost         | 1           |
|    episode_length       | 607         |
|    jerk                 | 0.282       |
|    lane_deviation       | 0.381       |
|    max_lane_deviation   | 0.995       |
|    mean_speed_kmh       | 29.7        |
|    min_ttc              | 0.685       |
|    out_of_road          | 0           |
|    route_completion     | 0.9         |
|    shaped_reward        | 317         |
|    steering_variation   | 0.438       |
|    success              | 0           |
|    ttc_risk             | 0.0288      |
| rollout/                |             |
|    ep_len_mean          | 440         |
|    ep_rew_mean          | 201         |
|    success_rate         | 0.27        |
| time/                   |             |
|    fps                  | 739         |
|    iterations           | 52          |
|    time_elapsed         | 1152        |
|    total_timesteps      | 851968      |
| train/                  |             |
|    approx_kl            | 0.023680313 |
|    clip_fraction        | 0.212       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.39       |
|    explained_variance   | 0.542       |
|    learning_rate        | 0.0003      |
|    loss                 | 9.55        |
|    n_updates            | 510         |
|    policy_gradient_loss | 0.00287     |
|    std                  | 0.497       |
|    value_loss           | 32          |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.323       |
|    base_reward          | 63.2        |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 1           |
|    episode_length       | 197         |
|    jerk                 | 0.278       |
|    lane_deviation       | 0.431       |
|    max_lane_deviation   | 1.4         |
|    mean_speed_kmh       | 24.1        |
|    min_ttc              | 3.03        |
|    out_of_road          | 1           |
|    route_completion     | 0.167       |
|    shaped_reward        | 63.2        |
|    steering_variation   | 0.382       |
|    success              | 0           |
|    ttc_risk             | 0.00385     |
| rollout/                |             |
|    ep_len_mean          | 402         |
|    ep_rew_mean          | 187         |
|    success_rate         | 0.23        |
| time/                   |             |
|    fps                  | 737         |
|    iterations           | 53          |
|    time_elapsed         | 1176        |
|    total_timesteps      | 868352      |
| train/                  |             |
|    approx_kl            | 0.013675163 |
|    clip_fraction        | 0.224       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.38       |
|    explained_variance   | 0.645       |
|    learning_rate        | 0.0003      |
|    loss                 | 10.1        |
|    n_updates            | 520         |
|    policy_gradient_loss | 0.00297     |
|    std                  | 0.494       |
|    value_loss           | 22.3        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.351       |
|    base_reward          | 252         |
|    collision            | 1           |
|    crash_object         | 0           |
|    crash_vehicle        | 1           |
|    episode_cost         | 1           |
|    episode_length       | 414         |
|    jerk                 | 0.302       |
|    lane_deviation       | 0.24        |
|    max_lane_deviation   | 0.711       |
|    mean_speed_kmh       | 29.7        |
|    min_ttc              | 1.36        |
|    out_of_road          | 0           |
|    route_completion     | 0.65        |
|    shaped_reward        | 252         |
|    steering_variation   | 0.442       |
|    success              | 0           |
|    ttc_risk             | 0.107       |
| rollout/                |             |
|    ep_len_mean          | 376         |
|    ep_rew_mean          | 176         |
|    success_rate         | 0.13        |
| time/                   |             |
|    fps                  | 737         |
|    iterations           | 54          |
|    time_elapsed         | 1200        |
|    total_timesteps      | 884736      |
| train/                  |             |
|    approx_kl            | 0.012205357 |
|    clip_fraction        | 0.26        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.37       |
|    explained_variance   | 0.627       |
|    learning_rate        | 0.0003      |
|    loss                 | 17.4        |
|    n_updates            | 530         |
|    policy_gradient_loss | 0.00828     |
|    std                  | 0.497       |
|    value_loss           | 30.4        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.172       |
|    base_reward          | -7.13       |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 1           |
|    episode_length       | 38          |
|    jerk                 | 0.161       |
|    lane_deviation       | 0.476       |
|    max_lane_deviation   | 1.03        |
|    mean_speed_kmh       | 11.5        |
|    min_ttc              | nan         |
|    out_of_road          | 1           |
|    route_completion     | 0.0229      |
|    shaped_reward        | -7.13       |
|    steering_variation   | 0.462       |
|    success              | 0           |
|    ttc_risk             | 0           |
| rollout/                |             |
|    ep_len_mean          | 73.1        |
|    ep_rew_mean          | -1.93       |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 717         |
|    iterations           | 55          |
|    time_elapsed         | 1255        |
|    total_timesteps      | 901120      |
| train/                  |             |
|    approx_kl            | 0.057985976 |
|    clip_fraction        | 0.201       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.38       |
|    explained_variance   | 0.7         |
|    learning_rate        | 0.0003      |
|    loss                 | 12          |
|    n_updates            | 540         |
|    policy_gradient_loss | 0.00247     |
|    std                  | 0.499       |
|    value_loss           | 25.9        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.294       |
|    base_reward          | 7.33        |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 1           |
|    episode_length       | 131         |
|    jerk                 | 0.242       |
|    lane_deviation       | 0.537       |
|    max_lane_deviation   | 1.05        |
|    mean_speed_kmh       | 18.8        |
|    min_ttc              | nan         |
|    out_of_road          | 1           |
|    route_completion     | 0.145       |
|    shaped_reward        | 7.33        |
|    steering_variation   | 0.373       |
|    success              | 0           |
|    ttc_risk             | 0           |
| rollout/                |             |
|    ep_len_mean          | 89          |
|    ep_rew_mean          | 2.24        |
|    success_rate         | 0           |
| time/                   |             |
|    fps                  | 703         |
|    iterations           | 56          |
|    time_elapsed         | 1303        |
|    total_timesteps      | 917504      |
| train/                  |             |
|    approx_kl            | 0.010927732 |
|    clip_fraction        | 0.224       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.39       |
|    explained_variance   | 0.225       |
|    learning_rate        | 0.0003      |
|    loss                 | 36.4        |
|    n_updates            | 550         |
|    policy_gradient_loss | 0.00675     |
|    std                  | 0.502       |
|    value_loss           | 79.3        |
-----------------------------------------
----------------------------------------
| paper/                  |            |
|    accel_variation      | 0.295      |
|    base_reward          | 36.9       |
|    collision            | 0          |
|    crash_object         | 0          |
|    crash_vehicle        | 0          |
|    episode_cost         | 1          |
|    episode_length       | 152        |
|    jerk                 | 0.231      |
|    lane_deviation       | 0.714      |
|    max_lane_deviation   | 2          |
|    mean_speed_kmh       | 29         |
|    min_ttc              | 7.92       |
|    out_of_road          | 1          |
|    route_completion     | 0.211      |
|    shaped_reward        | 36.9       |
|    steering_variation   | 0.426      |
|    success              | 0          |
|    ttc_risk             | 0          |
| rollout/                |            |
|    ep_len_mean          | 199        |
|    ep_rew_mean          | 54.4       |
|    success_rate         | 0.03       |
| time/                   |            |
|    fps                  | 703        |
|    iterations           | 57         |
|    time_elapsed         | 1328       |
|    total_timesteps      | 933888     |
| train/                  |            |
|    approx_kl            | 0.93164015 |
|    clip_fraction        | 0.277      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.4       |
|    explained_variance   | 0.633      |
|    learning_rate        | 0.0003     |
|    loss                 | 17.7       |
|    n_updates            | 560        |
|    policy_gradient_loss | 0.021      |
|    std                  | 0.507      |
|    value_loss           | 38.7       |
----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.34        |
|    base_reward          | 78.3        |
|    collision            | 1           |
|    crash_object         | 0           |
|    crash_vehicle        | 1           |
|    episode_cost         | 1           |
|    episode_length       | 330         |
|    jerk                 | 0.296       |
|    lane_deviation       | 0.679       |
|    max_lane_deviation   | 1.54        |
|    mean_speed_kmh       | 26.2        |
|    min_ttc              | 0.333       |
|    out_of_road          | 0           |
|    route_completion     | 0.471       |
|    shaped_reward        | 78.3        |
|    steering_variation   | 0.443       |
|    success              | 0           |
|    ttc_risk             | 0.08        |
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 93          |
|    success_rate         | 0.04        |
| time/                   |             |
|    fps                  | 702         |
|    iterations           | 58          |
|    time_elapsed         | 1351        |
|    total_timesteps      | 950272      |
| train/                  |             |
|    approx_kl            | 0.020259134 |
|    clip_fraction        | 0.2         |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.44       |
|    explained_variance   | 0.414       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.1         |
|    n_updates            | 570         |
|    policy_gradient_loss | 0.0021      |
|    std                  | 0.519       |
|    value_loss           | 15.6        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.315       |
|    base_reward          | 78.5        |
|    collision            | 1           |
|    crash_object         | 0           |
|    crash_vehicle        | 1           |
|    episode_cost         | 1           |
|    episode_length       | 302         |
|    jerk                 | 0.286       |
|    lane_deviation       | 0.774       |
|    max_lane_deviation   | 2           |
|    mean_speed_kmh       | 29.6        |
|    min_ttc              | 0.0347      |
|    out_of_road          | 0           |
|    route_completion     | 0.352       |
|    shaped_reward        | 78.5        |
|    steering_variation   | 0.443       |
|    success              | 0           |
|    ttc_risk             | 0.081       |
| rollout/                |             |
|    ep_len_mean          | 333         |
|    ep_rew_mean          | 110         |
|    success_rate         | 0.08        |
| time/                   |             |
|    fps                  | 703         |
|    iterations           | 59          |
|    time_elapsed         | 1373        |
|    total_timesteps      | 966656      |
| train/                  |             |
|    approx_kl            | 0.015150448 |
|    clip_fraction        | 0.189       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.46       |
|    explained_variance   | 0.626       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.93        |
|    n_updates            | 580         |
|    policy_gradient_loss | 0.00391     |
|    std                  | 0.522       |
|    value_loss           | 12.9        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.393       |
|    base_reward          | 155         |
|    collision            | 1           |
|    crash_object         | 0           |
|    crash_vehicle        | 1           |
|    episode_cost         | 1           |
|    episode_length       | 587         |
|    jerk                 | 0.336       |
|    lane_deviation       | 0.755       |
|    max_lane_deviation   | 1.87        |
|    mean_speed_kmh       | 30.5        |
|    min_ttc              | 1.42        |
|    out_of_road          | 0           |
|    route_completion     | 0.752       |
|    shaped_reward        | 155         |
|    steering_variation   | 0.419       |
|    success              | 0           |
|    ttc_risk             | 0.0397      |
| rollout/                |             |
|    ep_len_mean          | 391         |
|    ep_rew_mean          | 135         |
|    success_rate         | 0.17        |
| time/                   |             |
|    fps                  | 704         |
|    iterations           | 60          |
|    time_elapsed         | 1396        |
|    total_timesteps      | 983040      |
| train/                  |             |
|    approx_kl            | 0.016608898 |
|    clip_fraction        | 0.204       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.47       |
|    explained_variance   | 0.736       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.6         |
|    n_updates            | 590         |
|    policy_gradient_loss | 0.00256     |
|    std                  | 0.524       |
|    value_loss           | 10.9        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.439       |
|    base_reward          | 413         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 0           |
|    episode_length       | 1092        |
|    jerk                 | 0.358       |
|    lane_deviation       | 0.474       |
|    max_lane_deviation   | 1.96        |
|    mean_speed_kmh       | 22.3        |
|    min_ttc              | 2.76        |
|    out_of_road          | 0           |
|    route_completion     | 0.993       |
|    shaped_reward        | 413         |
|    steering_variation   | 0.42        |
|    success              | 1           |
|    ttc_risk             | 0.0105      |
| rollout/                |             |
|    ep_len_mean          | 446         |
|    ep_rew_mean          | 161         |
|    success_rate         | 0.22        |
| time/                   |             |
|    fps                  | 704         |
|    iterations           | 61          |
|    time_elapsed         | 1418        |
|    total_timesteps      | 999424      |
| train/                  |             |
|    approx_kl            | 0.057264976 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.47       |
|    explained_variance   | 0.789       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.08        |
|    n_updates            | 600         |
|    policy_gradient_loss | 0.00305     |
|    std                  | 0.525       |
|    value_loss           | 10.1        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.463       |
|    base_reward          | 451         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 0           |
|    episode_length       | 995         |
|    jerk                 | 0.363       |
|    lane_deviation       | 0.22        |
|    max_lane_deviation   | 1.14        |
|    mean_speed_kmh       | 19.8        |
|    min_ttc              | 0.834       |
|    out_of_road          | 0           |
|    route_completion     | 0.991       |
|    shaped_reward        | 451         |
|    steering_variation   | 0.416       |
|    success              | 1           |
|    ttc_risk             | 0.0101      |
| rollout/                |             |
|    ep_len_mean          | 470         |
|    ep_rew_mean          | 177         |
|    success_rate         | 0.29        |
| time/                   |             |
|    fps                  | 705         |
|    iterations           | 62          |
|    time_elapsed         | 1439        |
|    total_timesteps      | 1015808     |
| train/                  |             |
|    approx_kl            | 0.013030372 |
|    clip_fraction        | 0.169       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.46       |
|    explained_variance   | 0.787       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.51        |
|    n_updates            | 610         |
|    policy_gradient_loss | -0.00198    |
|    std                  | 0.521       |
|    value_loss           | 10.4        |
-----------------------------------------
saved_model=outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip
/home/aaa/data/qj/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
         success  route_completion  collision  out_of_road  cost     reward  shield_intervention_rate  shield_soft_rate  shield_hard_rate  overspeed_guard_rate
density                                                                                                                                                        
0.00        0.02          0.301570       0.00         0.98  0.98  67.447286                       0.0               0.0               0.0                   0.0
0.08        0.00          0.234497       0.40         0.60  1.00  53.964695                       0.0               0.0               0.0                   0.0
0.15        0.00          0.176900       0.62         0.38  1.00  44.220312                       0.0               0.0               0.0                   0.0
saved_evaluation=outputs/tuned_compare_baseline_nenv16_seed0_1m/evaluations/baseline_ppo_s0.csv
                       seed  success  route_completion  collision  out_of_road  cost     reward  shaped_reward  episode_length      speed  lane_deviation  steering_variation  accel_variation  ttc_risk   min_ttc
variant  algo density                                                                                                                                                                                             
baseline ppo  0.00      0.0     0.02          0.301570       0.00         0.98  0.98  67.447286      67.447286          127.04  45.317778        0.537147            0.055868         0.027587  0.000000       NaN
              0.08      0.0     0.00          0.234497       0.40         0.60  1.00  53.964695      53.964695          106.18  43.016543        0.513913            0.050465         0.029990  0.092178  1.137719
              0.15      0.0     0.00          0.176900       0.62         0.38  1.00  44.220312      44.220312           90.44  39.692181        0.449713            0.047666         0.034690  0.121570  0.556050
curve_source=tensorboard
saved_summary=outputs/tuned_compare_baseline_nenv16_seed0_1m/evaluations/summary.csv
saved_figures=outputs/tuned_compare_baseline_nenv16_seed0_1m/figures
saved_report=outputs/tuned_compare_baseline_nenv16_seed0_1m/运行记录.md
end_time=2026-06-30T18:43:20+08:00
